少年奇幻世界,#genre#
爱尔达体育3台,mitv://generationnexxxt.com:19806/3ebc6b89559c44dca30c4c259a5646b9 
爱尔达体育4台,mitv://generationnexxxt.com:19806/df4f198dbe6347e1a084c79d208f227d 
靖天映画,mitv://generationnexxxt.com:19806/b723859f3ed94e5ba712148b209eefd0 
AMC最爱电影,mitv://generationnexxxt.com:19806/24ce0147e36a438eab843a3168cea3bc 
CatchPlay电影台,mitv://generationnexxxt.com:19806/2dccaec60f0e418d82d2d0bb09f0c4a8 
采昌影剧台,mitv://generationnexxxt.com:19806/a0d691053f9b4876ab2b509a62296911 
CHC动作电影,mitv://generationnexxxt.com:19806/1b4ebad47ed94c6291646a4a5d1ff3b6 
CHC电影,mitv://generationnexxxt.com:19806/02385419696a411db959037c2190cf11 
CHC家庭影院,mitv://generationnexxxt.com:19806/28fb3856055c452db8f17441c99f21cf 
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8 

港澳台,#genre#
凤凰卫视中文台,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv 
凤凰卫视资讯台,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv 
凤凰香港台,http://1.62.64.252/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.flv 
TVB翡翠台,http://ali.hlspull.yximgs.com/live/haioufeicui.flv 
财经资讯台开码,http://ali.hlspull.yximgs.com/live/tvbGDKDa5522145a9825l300-1313165687665.flv 
无线新闻台,http://ali.hlspull.yximgs.com/live/wuxianxwt54875a9825l300-1313165687665.flv 
TVB亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8 
TVB星河,http://ali.hlspull.yximgs.com/live/xingheguoyu3a8822l300557-1313165687665.flv 
TVB明珠台,http://ali.hlspull.yximgs.com/live/sgAKDsj5a9825l300-1313165687665.flv 
TVBS,http://ali.hlspull.yximgs.com/live/tvbsmytv444477885-1313165687665.flv 
TVBS新闻,http://ali.hlspull.yximgs.com/live/tbbbst885231889-1313165687665.flv 
TVB J2,http://ali.hlspull.yximgs.com/live/tvbjjjj2t5a9825l300-1313165687665.flv 
TVB娱乐新闻台,http://ali.hlspull.yximgs.com/live/hualifct21875a9825l300-1313165687665.flv 
美亚电影台,http://ali.hlspull.yximgs.com/live/mydyt5a9825l300-1313165687665.flv 
Viu TV,http://ali.hlspull.yximgs.com/live/ViuTVCHt5a9825l300-1313165687665.flv 
天映频道,http://ali.hlspull.yximgs.com/live/tianyingpd5a9825l300-1313165687665.flv 
CCM,http://ali.hlspull.yximgs.com/live/tianyingjingdiant35a9825l300-1313165687665.flv 
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8 
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8 
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8 
CINEMAX,http://ali.hlspull.yximgs.com/live/cinemax_twnt5a9825l300-1313165687665.flv 
AXN,http://ali.hlspull.yximgs.com/live/axn264t5a9825l300-1313165687665.flv 
Thrill,http://ali.hlspull.yximgs.com/live/ThrillH264t5a9825l300-1313165687665.flv 
民视新闻,http://ali.hlspull.yximgs.com/live/msxwtbbbst885231889-1313165687665.flv 
中视新闻,http://ali.hlspull.yximgs.com/live/abc888445889889-1313165687665.flv 
台视新闻,http://ali.hlspull.yximgs.com/live/taishi88822378889-1313165687665.flv 
寰宇新闻,http://ali.hlspull.yximgs.com/live/hyxwtbbbst885231889-1313165687665.flv 
中天新闻,http://ali.hlspull.yximgs.com/live/ztxw3a8822l300041522-9936985222000887888-1313165687665.flv 
东森新闻,http://ali.hlspull.yximgs.com/live/dsxwtbbbst885231889-1313165687665.flv 
NOW新闻台,http://ali.hlspull.yximgs.com/live/nowxwrrrt5a9825l300-1313165687665.flv 
NOW财经台,http://ali.hlspull.yximgs.com/live/nowcjjjjt5a9825l300-1313165687665.flv 
NOW星影台,http://ali.hlspull.yximgs.com/live/nowxyyty5a9825l300-1313165687665.flv 
NOW爆谷台,http://ali.hlspull.yximgs.com/live/nowbggtl5a9825l300-1313165687665.flv 
NOWsports,http://ali.hlspull.yximgs.com/live/nowyct5a9825l300-1313165687665.flv 
民视,http://ali.hlspull.yximgs.com/live/minshit5a9825l300-1313165687665.flv 
中视,http://ali.hlspull.yximgs.com/live/zhongshit5a9825l300-1313165687665.flv 
华视,http://ali.hlspull.yximgs.com/live/huahsit5a9825l300-1313165687665.flv 
台视,http://ali.hlspull.yximgs.com/live/taishit5a9825l300-1313165687665.flv 
公视,http://ali.hlspull.yximgs.com/live/ctv_taiwant5a9825l300-1313165687665.flv 
台视综合,http://ali.hlspull.yximgs.com/live/ttvzhonghet5a9825l300-1313165687665.flv 
民视台湾台,http://ali.hlspull.yximgs.com/live/xftvtaiwan_twnt5a9825l300-1313165687665.flv 
华视新闻,http://223.71.206.22:30080/TW/hsxw/hls.m3u8 
三立综合台,http://ali.hlspull.yximgs.com/live/sanlizhonghet5a9825l300-1313165687665.flv 
三立台湾台,http://ali.hlspull.yximgs.com/live/sanlitaiwant5a9825l300-1313165687665.flv 
三立都会台,http://ali.hlspull.yximgs.com/live/sanlidouhui_twnt5a9825l300-1313165687665.flv 
八大综合台,http://ali.hlspull.yximgs.com/live/badazhonghet5a9825l300-1313165687665.flv 
东森超视,http://ali.hlspull.yximgs.com/live/ettvsupet5a9825l300-1313165687665.flv 
爱尔达综合,http://ali.hlspull.yximgs.com/live/eltazonghet5a9825l300-1313165687665.flv 
中天亚洲台,http://ali.hlspull.yximgs.com/live/ctiasia_twnt5a9825l300-1313165687665.flv 
中天综合台,http://ali.hlspull.yximgs.com/live/ctizhonghet5a9825l300-1313165687665.flv 
中天娱乐台,http://ali.hlspull.yximgs.com/live/ctientt5a9825l300-1313165687665.flv 
东森电影台,http://ali.hlspull.yximgs.com/live/ettvmoviet5a9825l300-1313165687665.flv 
东森洋片台,http://ali.hlspull.yximgs.com/live/ettvwesternt5a9825l300-1313165687665.flv 
龙祥时代,http://ali.hlspull.yximgs.com/live/jixian88877845212003255898251300-1313165687665.flv 
纬来电影台,http://ali.hlspull.yximgs.com/live/weilaidyt5a9825l300-1313165687665.flv 
HBO,http://ali.hlspull.yximgs.com/live/hbohead_twnt5a9825l300-1313165687665.flv 
阿里郎 Arirang,http://50.7.238.114:8278/arirang_twn/playlist.m3u8?tid=MF5F3988861839888618&ct=19249&tsum=781d490a6abe9f48f5b93e211cbe0307 
tvbs新闻,http://165.1.79.200:9000/live.m3u8?c=67 
环球新闻,http://165.1.79.200:9000/live.m3u8?c=68 
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8 
重温经典,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000635 
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8 
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8 
台湾番薯台,https://epg.pw/stream/51cb56342f39e6110b315b4d3c3391ef7b96e4b8cb91bd1e0670393a6da2755f.m3u8 
好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8 
GOODTV好医生,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8 
GOODTV旅行,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8 
香港電台(RTHK 34),https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8 
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8 
CGNTV1,http://live.cgtn.com/1000/prog_index.m3u8 
CGNTV3,http://livees.cgtn.com/1000e/prog_index.m3u8 
CGNTV5,https://livedoc.cgtn.com/500d/prog_index.m3u8 
港台電視33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8 
港台電視34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8 
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8 
TVB 亚洲武侠台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8 
澳门莲花,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8 
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8 
大爱2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8 
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8 
BBC新闻,http://tv.balkanweb.com:8081/news24/livestream/playlist.m3u8 
CNN新闻,http://livees.cgtn.com/500e/prog_index.m3u8 
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8 
秋月剪水,http://huanqiuzhibo.cn/manifest/douyu.php?id=9588891 
海峡两岸,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/93dafada4e35457788319f02f5063529/1200.m3u8 
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8 
香港麵包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8 
澳视卫星,http://61.244.22.5/ch3/ch3.live/index.m3u8 
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8 
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8 
澳门综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8 
澳视葡文,http://61.244.22.5/ch2/ch2.live/index.m3u8 
澳门2,http://61.244.22.5/ch2/ch2.live/chunklist.m3u8 
FashionTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1402273512.m3u8 
美·NASA Public Channel,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8 
UniverTV,http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8 
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd 
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8 
大爱,https://pulltv1.wanfudaluye.com/live/tv1.m3u8 
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8 
1989香港小姐竞选,http://jsmov2.a.yximgs.com/bs3/video-hls/5259922993058236574_hlsb.m3u8 
TVB翡翠,http://120.238.13.198:8000/hls/21/index.m3u8 
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000 
CGNTV,http://live.cgtn.com/1000/prog_index.m3u8 
翡翠台,http://120.238.13.198:8000/hls/21/index.m3u8 
CGTN Europe,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8 
经典武侠,http://43.138.170.29:35455/douyu/11784023 
金庸经典,http://47.109.155.164/小曾/yy.php? 
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8 
文旅香港频道,http://ali-play.lezhibo.com:80/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8 
星光视界频道,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv 
香港面包全网,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8 
HOY TV,http://51.89.21.73:27347/livehttpplay?channel_id=20152 
澳门Macau,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8 
星空卫视,http://182.149.204.14:4000/udp/239.93.0.156:2193 
HOY77,http://223.71.206.22:30080/HK/hoy77/hls.m3u8 
HOY78,http://223.71.206.22:30080/HK/hoy78/hls.m3u8 
viu6,http://223.71.206.22:30080/HK/viu6/hls.m3u8 
GO好医生,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8 
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8 
TVB-jade,https://cloudfront41.lexanetwork.com:1344/relay01/livestream002.sdp/playlist.m3u8 
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8 
澳门macau,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8 
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8 
ABC新闻,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8 
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8 
GOODTV经典音乐河,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8 
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8 
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8 
亚太第一卫视,http://110.19.106.198:9981/stream/channelid/999152661?ticket=B1BCB80234BFA8C75584A88C1E29CA0CF7745FC4&profile=pass 
J2台,http://1.65.195.85:9981/stream/channelid/2082072924?ticket=4b3174e5f68a673f0c11bc3443bc52b1663d94f0&profile=pass 
明珠台,http://1.65.195.85:9981/stream/channelid/1803382046?ticket=81e3b97df2839ef49852fe90ddedf3533469924d&profile=pass 
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
HBO Signature CHINA SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/20 
HBO Family CHINA SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/21 
CINEMAX CHINA SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/22 
True Film 2 THAI SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/26 
LAOSTAR TV-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/29 
LNTV1-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/30 
LATV-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/31 
SONY MOVIES English SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/32 
MONO 29 English SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/33 
KG HD | TH Kiên Giang,http://gmlive.ddns.net:5000/kun5g/kun5g2024/35 
KG1 HD | TH Kiên Giang,http://gmlive.ddns.net:5000/kun5g/kun5g2024/36 
Nat Geo Graphic HD ENG-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/41 
Animal Planet-China,http://gmlive.ddns.net:5000/kun5g/kun5g2024/45 
Discovery HD-China,http://gmlive.ddns.net:5000/kun5g/kun5g2024/46 
Astro 8TV HD-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/49 
Astro 华丽台-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/51 
Astro AOD 353-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/54 
Astro ASSP1-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/57 
Astro ASSP2-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/58 
Astro ASSP4-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/60 
Rock Action HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/61 
Rock Entertainment HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/62 
FTV-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/65 
Code Fashion TV HD-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/86 
Premier League HD3=,http://gmlive.ddns.net:5000/kun5g/kun5g2024/102 
Astro BOO,http://gmlive.ddns.net:5000/kun5g/kun5g2024/108 
Premier League 1HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/129 
Premier League 2HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/130 
True Film Asia,http://gmlive.ddns.net:5000/kun5g/kun5g2024/133 
iQIYI HD [Astro],http://gmlive.ddns.net:5000/kun5g/kun5g2024/141 
STAR MOVIES HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/144 
Fashion TV HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/153 
CGTN英语,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225745/1.m3u8 
CGTN记录,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002905/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
CGTN俄语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002883/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
CGTN法语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002827/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
CGTN西语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002716/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
CGTN阿语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002826/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
FASHIONTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8 
中國環球,http://live.cgtn.com/500/prog_index.m3u8 
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8 
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8 
环球频道,http://live.cgtn.com/500/prog_index.m3u8 
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8 
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8 
CGTN,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8 
半岛英语,https://live-hls-web-aje.getaj.net/AJE/01.m3u8 
FASHIONTV 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8 
韩·BBS佛教,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8 
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8 
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8 
韩·GS My Shop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8 
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8 
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8 
韩·KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8 
韩·EBS1,https://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8 
韩·EBS2,https://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8 
韩·EBSe,https://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8 
俄·IGITV,https://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8 
俄·RBC,http://92.50.128.180/utv/1358/index.m3u8 
美·NASA 2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8 
美·红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8 
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8 
CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8 

电影|密码，#genre#
经典电影台,http://ali.hlspull.yximgs.com/live/asdfg32522.flv 
经典功夫台,http://cfss.cc/cdn/yy/1355002394.flv 
星光视界台,http://cfss.cc/cdn/yy/1353422557.flv 
亚洲武侠,http://mywlkj.ddns.net:754/tv/hk.php?id=29 
 TVB星河,http://mywlkj.ddns.net:754/tv/hk.php?id=30 
邵氏影院@代,http://43.138.170.29:35455/douyu/4246519 
重温经典@代,http://1.62.64.80/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8 
CHC动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8 
CHC家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8 
CHC电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8 
CCTV6电影台,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8 
黑莓电影@代,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8 
黑莓动画@代,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/1.m3u8 
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv 
NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8 
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8 
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8 
NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8 
电影_英叔,http://cfss.cc/cdn/hy/11342421.flv 
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv 
电影_沈腾,http://cfss.cc/cdn/hy/11601968.flv 
电影_黄渤,http://cfss.cc/cdn/hy/11352876.flv 
电影_强森,http://cfss.cc/cdn/hy/21059581.flv 
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv 
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv 
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv 
豆瓣高分,http://epg.112114.xyz/douyu/8770422 
爱情公寓,http://epg.112114.xyz/douyu/6863367 
剧集_新三国,http://cfss.cc/cdn/hy/11352944.flv 
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv 
星爷影院@代,http://mmitv.top:80/test/douyu.php?id=122402&u=4654622&cate 
蓉蓉影院@代,http://openhls-tct.douyucdn2.cn:80/dyliveflv3/2935323rzxdaZbek.m3u8? 
CHC动作移动,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
CHC移动,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
CHC家庭移动,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
神乐影院-1台,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8 
凌儿影院✔原,http://159.75.85.63:35455/douyu/1377142 
麓山迷踪✔原,http://159.75.85.63:35455/douyu/4505431 
瑶瑶恐怖✔原,http://159.75.85.63:35455/douyu/2935323 
怡寶影院✔原,http://159.75.85.63:35455/douyu/434971 
小黛兮影✔原,http://159.75.85.63:35455/douyu/11553944 
萌小鬼片✔原,http://159.75.85.63:35455/douyu/3928 
小宇60帧✔原,http://159.75.85.63:35455/douyu/323876 
恐怖惊悚✔原,http://159.75.85.63:35455/douyu/96577 
電影劇場✔原,http://159.75.85.63:35455/douyu/7575350 
豆瓣高分✔原,http://159.75.85.63:35455/douyu/8770422 
花卷陪看✔原,http://159.75.85.63:35455/douyu/52787 
漫威剧情✔原,http://159.75.85.63:35455/douyu/6140589 
霍格沃茨✔原,http://159.75.85.63:35455/douyu/8814650 
鱼宝恐怖✔原,http://159.75.85.63:35455/douyu/1165374 
小u*鬼片✔原,http://mmitv.top/test/douyu.php?id=96577&u=4150734&cate 
吃奶滴虫✔原,http://159.75.85.63:35455/douyu/263824 
变种人片✔原,http://159.75.85.63:35455/douyu/9651304 
喜剧电影✔原,http://159.75.85.63:35455/douyu/9292492 
女神电影✔原,http://159.75.85.63:35455/douyu/747764 
避风影院✔原,http://159.75.85.63:35455/douyu/9826611 
贝爷max✔原,http://159.75.85.63:35455/douyu/4332 
鬼片恐怖,http://43.138.170.29:35455/douyu/2935323 
恐怖故事,http://43.138.170.29:35455/douyu/2337939 
科幻动作,http://43.138.170.29:35455/douyu/4332 
怡寳影院,http://43.138.170.29:35455/douyu/434971 
苹果影院,http://43.138.170.29:35455/douyu/2793084 
午夜故事,http://43.138.170.29:35455/douyu/8722254 
译制国语,http://43.138.170.29:35455/douyu/2436390 
蚂蚱影院,http://43.138.170.29:35455/douyu/6079455 
纪录片,http://43.138.170.29:35455/douyu/4360438 
贝爷求生,http://43.138.170.29:35455/douyu/454867 
恐怖丧尸鬼片,http://43.138.170.29:35455/douyu/263824 
荒野建造者,http://43.138.170.29:35455/douyu/9611578 
邦德影院,http://43.138.170.29:35455/douyu/9292499 
特辑影院,http://43.138.170.29:35455/douyu/3637778 
惊悚影院,http://43.138.170.29:35455/douyu/96577 
吃米滴虫,http://43.138.170.29:35455/douyu/315457 
漫威影片,http://43.138.170.29:35455/douyu/6140589 
刘德华电影1,http://43.138.170.29:35455/douyu/2516864 
林正英电影2,http://43.138.170.29:35455/douyu/7356023 
宇哥电影,http://43.138.170.29:35455/douyu/413573 
贝爷影厅2,http://43.138.170.29:35455/douyu/36337 
霍格影片,http://43.138.170.29:35455/douyu/8814650 
冰冰经典电影,http://43.138.170.29:35455/douyu/74374 
避风港影院,http://43.138.170.29:35455/douyu/9826611 
恐怖经典,http://43.138.170.29:35455/douyu/1165374 
华语电影,http://43.138.170.29:35455/douyu/3928 
喜剧电影,http://43.138.170.29:35455/douyu/9292492 
一起看恐怖片,http://43.138.170.29:35455/douyu/9412287 
片荒的日子,http://43.138.170.29:35455/douyu/4258555 
大胡子魏,http://43.138.170.29:35455/douyu/8792763 
童年回忆,http://43.138.170.29:35455/douyu/8915074 
悬疑犯罪,http://43.138.170.29:35455/douyu/9171887 
不一样的电影,http://43.138.170.29:35455/douyu/2632223 
开心锤锤,http://43.138.170.29:35455/douyu/9018297 
凛冬之地,http://43.138.170.29:35455/douyu/8945323 
看美剧,http://43.138.170.29:35455/douyu/8869614 
动漫直播,http://43.138.170.29:35455/douyu/1487654 
南京影视,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8 
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8 
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8 
新昌影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8 
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true 
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129.m3u8 
石首影视,http://p8.vzan.com/slowlive/798787236084269922/live.m3u8 
淮安影视,http://live1.habctv.com/ysylsl/playlist.m3u8 
上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8 
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8 
溧水影视,https://live.lsrmw.cn/ysyl/sd/live.m3u8 
利辛影视,https://live.fst1994.net/hls/lixinys/index.m3u8 
嘉兴影视,rtmp://play-a2.quklive.com/live/1675149625220101 
峨眉电影,http://183.223.157.33:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0 
拉萨影视,http://220.182.45.198:20088/tsfile/live/1003_1.m3u8 
